2.3	0.7555883063	1.6780968605	3.1816923087	6.5604650346	11.3011374919	15.9981390348	20.6730893125	25.334627296	29.9871173461
2.4	0.8180673398	1.7758724269	3.316258992	6.7453265474	11.5289859516	16.2553452924	20.9527241759	25.6324521676	30.3002596567
2.5	0.8815945954	1.8738477678	3.4500210876	6.9280761135	11.753761485	16.5089195087	21.228352454	25.9259985949	30.6089155692
2.6	0.9460932125	1.9719980989	3.5830280397	7.1088589397	11.9756736217	16.7591050875	21.5002384903	26.2155451431	30.9133739304
2.7	1.0114946544	2.0703024605	3.7153247515	7.2878047411	12.1949094513	17.0061195652	21.7686187467	26.5013411808	31.213893471
2.8	1.0777375786	2.1687430229	3.8469521117	7.4650299151	12.4116368055	17.2501582673	22.0337057296	26.783610979	31.5107070213
2.9	1.1447668836	2.2673045351	3.9779474505	7.6406393445	12.6260068882	17.4913973321	22.295691238	27.0625571015	31.8040250013
3	1.212532903	2.3659738844	4.1083449356	7.8147279033	12.8381564666	17.7299962289	22.5547490705	27.3383632327	32.0940383312
3.1	1.2809907222	2.4647397419	4.2381759167	7.9873817212	13.0482097088	17.9660998714	22.8110372961	27.6111965507	32.3809208745
3.2	1.3500995952	2.5635922748	4.3674692251	8.1586792536	13.2562797331	18.1998403994	23.064700172	27.8812097314	32.6648315034
3.3	1.4198224468	2.662522912	4.4962514359	8.3286921903	13.4624699242	18.4313386933	23.3158697721	28.1485426519	32.9459158531
3.4	1.4901254455	2.7615241519	4.6245470981	8.4974862325	13.6668750553	18.6607056655	23.5646673782	28.4133238456	33.224307822
3.5	1.5609776354	2.8605894031	4.7523789354	8.6651217606	13.8695822512	18.8880433693	23.8112046742	28.6756717525	33.5001308604
3.6	1.6323506178	2.9597128532	4.8797680243	8.8316544094	14.0706718182	19.1134459551	24.0555847757	28.9356957967	33.7734990825
3.7	1.7042182759	3.058889359	5.0067339507	8.9971355676	14.2702179627	19.3370004981	24.2979031237	29.1934973226	34.0445182313
3.8	1.7765565341	3.1581143542	5.1332949484	9.161612812	14.4682894156	19.5587877184	24.5382482606	29.4491704082	34.3132865191
3.9	1.8493431492	3.257383772	5.2594680223	9.3251302869	14.6649499784	19.7788826106	24.7767025096	29.7028025772	34.5798953621
4	1.9225575262	3.35669398	5.3852690578	9.4877290368	14.8602590006	19.9973549952	25.0133425704	29.9544754237	34.8444300252
4.1	1.9961805577	3.4560417243	5.5107129184	9.6494472992	15.0542718002	20.2142700039	25.2482400431	30.204265162	35.106970191
4.2	2.0701944811	3.5554240821	5.635813533	9.8103207635	15.247040035	20.4296885081	25.4814618919	30.4522431131	35.3675904616
4.3	2.1445827537	3.6548384215	5.7605839737	9.9703827995	15.438612031	20.6436674989	25.7130708555	30.6984761359	35.6263608048
4.4	2.2193299411	3.7542823667	5.8850365261	10.1296646612	15.6290330739	20.8562604241	25.9431258121	30.9430270103	35.8833469504
4.5	2.2944216184	3.8537537677	6.0091827527	10.2881956679	15.8183456694	21.0675174894	26.1716821048	31.1859547794	36.1386107439
4.6	2.3698442823	3.9532506746	6.133033549	10.4460033663	16.0065897751	21.2774859264	26.3987918332	31.4273150558	36.3922104637
4.7	2.4455852724	4.0527713154	6.2565991958	10.6031136755	16.1938030087	21.4862102344	26.6245041134	31.6671602958	36.6442011048
4.8	2.5216327007	4.152314076	6.379889405	10.7595510176	16.3800208343	21.6937323959	26.8488653137	31.9055400461	36.8946346343
4.9	2.5979753884	4.2518774835	6.5029133619	10.9153384343	16.5652767308	21.900092072	27.0719192651	32.1425011668	37.1435602223
5	2.6746028094	4.3514601911	6.6256797638	11.0704976935	16.7496023436	22.1053267782	27.2937074527	32.3780880319	37.39102445
5.1	2.751505039	4.4510609653	6.7481968546	11.2250493846	16.9330276217	22.3094720436	27.5142691884	32.6123427118	37.6370714984
5.2	2.8286727074	4.550678674	6.8704724565	11.3790130051	17.1155809416	22.5125615553	27.7336417676	32.8453051382	37.8817433195
5.3	2.9060969582	4.6503122767	6.9925139994	11.5324070398	17.2972892208	22.7146272892	27.9518606119	33.0770132547	38.1250797926
5.4	2.9837694103	4.7499608154	7.114328547	11.6852490321	17.47817802	22.9156996298	28.1689593989	33.3075031535	38.3671188657
5.5	3.0616821237	4.8496234067	7.2359228215	11.8375556491	17.6582716368	23.1158074791	28.3849701804	33.5368092003	38.6078966859
5.6	3.1398275675	4.9492992347	7.3573032257	11.9893427419	17.8375931914	23.3149783558	28.599923491	33.764964149	38.8474477176
5.7	3.2181985922	5.0489875448	7.4784758634	12.1406253994	18.0161647046	23.5132384865	28.8138484472	33.9919992459	39.0858048514
5.8	3.2967884028	5.1486876381	7.5994465587	12.2914179988	18.1940071695	23.7106128892	29.0267728382	34.2179443263	39.3229995039
5.9	3.3755905356	5.2483988663	7.7202208728	12.4417342512	18.3711406175	23.9071254504	29.2387232099	34.4428279026	39.5590617098
6	3.4545988357	5.3481206274	7.8408041206	12.5915872437	18.5475841785	24.102798995	29.4497249414	34.6666772457	39.794020206
6.1	3.5338074374	5.4478523616	7.961201385	12.7409894786	18.7233561369	24.2976553517	29.6598023163	34.88951846	40.0279025097
6.2	3.6132107453	5.5475935477	8.0814175311	12.8899529085	18.8984739825	24.491715413	29.8689785877	35.1113765525	40.2607349908
6.3	3.6928034179	5.6473436997	8.2014572184	13.0384889701	19.0729544587	24.6849991903	30.0772760392	35.332275497	40.4925429378
6.4	3.7725803514	5.7471023643	8.3213249132	13.186608614	19.2468136054	24.8775258658	30.2847160406	35.5522382935	40.7233506202
6.5	3.8525366657	5.8468691178	8.4410248988	13.3343223334	19.4200668004	25.069313839	30.4913190997	35.7712870228	40.9531813454
6.6	3.9326676906	5.946643564	8.5605612862	13.4816401904	19.5927287966	25.2603807716	30.697104911	35.9894428977	41.1820575116
6.7	4.0129689538	6.0464253321	8.6799380234	13.6285718398	19.7648137572	25.4507436282	30.9020923996	36.2067263106	41.4100006578
6.8	4.0934361695	6.1462140741	8.799158904	13.7751265521	19.9363352878	25.640418714	31.1062997636	36.4231568773	41.637031509
6.9	4.1740652275	6.2460094641	8.9182275757	13.9213132342	20.1073064672	25.8294217107	31.3097445123	36.6387534784	41.8631700196
7	4.2548521835	6.3458111955	9.0371475479	14.0671404493	20.277739875	26.017767709	31.5124435029	36.8535342975	42.0884354135
7.1	4.3357932501	6.4456189806	9.1559221987	14.2126164349	20.447647618	26.2054712398	31.7144129736	37.067516857	42.3128462207
7.2	4.4168847878	6.5454325484	9.2745547817	14.3577491196	20.6170413549	26.3925463027	31.9156685756	37.2807180514	42.5364203128
7.3	4.4981232978	6.6452516438	9.3930484323	14.5025461395	20.7859323189	26.5790063929	32.1162254022	37.4931541789	42.7591749357
7.4	4.5795054139	6.7450760265	9.5114061735	14.6470148528	20.9543313394	26.7648645266	32.3160980169	37.7048409707	42.9811267396
7.5	4.6610278958	6.8449054696	9.6296309214	14.7911623535	21.1222488618	26.9501332641	32.5153004786	37.9157936182	43.2022918083
7.6	4.7426876229	6.9447397591	9.7477254905	14.9349954847	21.2896949664	27.1348247324	32.7138463665	38.1260267989	43.422685686
7.7	4.8244815879	7.0445786929	9.8656925982	15.0785208508	21.456679386	27.3189506456	32.9117488023	38.3355547008	43.642323402
7.8	4.9064068915	7.1444220795	9.9835348699	15.2217448288	21.6232115224	27.5025223243	33.1090204719	38.5443910448	43.8612194955
7.9	4.9884607366	7.2442697383	10.1012548428	15.3646735791	21.7893004621	27.6855507143	33.3056736457	38.7525491065	44.079388037
8	5.0706404238	7.3441214977	10.2188549702	15.5073130559	21.9549549907	27.8680464034	33.501720197	38.9600417361	44.29684265
8.1	5.1529433465	7.4439771956	10.3363376253	15.6496690162	22.1201836068	28.0500196379	33.6971716203	39.1668813774	44.5135965305
8.2	5.2353669865	7.5438366779	10.4537051044	15.7917470294	22.2849945351	28.2314803377	33.8920390481	39.3730800857	44.7296624661
8.3	5.3179089099	7.6436997986	10.5709596311	15.9335524852	22.4493957383	28.4124381109	34.0863332662	39.5786495451	44.945052853
8.4	5.4005667635	7.7435664192	10.6881033587	16.0750906019	22.6133949288	28.5929022671	34.2800647297	39.7836010838	45.1597797137
8.5	5.4833382705	7.8434364077	10.8051383735	16.2163664337	22.7769995795	28.7728818308	34.473243576	39.9879456897	45.3738547119
8.6	5.5662212278	7.9433096389	10.9220666979	16.3573848781	22.9402169343	28.9523855527	34.6658796392	40.1916940244	45.5872891677
8.7	5.649213502	8.0431859937	11.0388902928	16.4981506823	23.1030540176	29.1314219221	34.857982462	40.3948564369	45.8000940722
8.8	5.7323130271	8.1430653588	11.1556110601	16.6386684497	23.2655176437	29.3099991772	35.0495613082	40.5974429763	46.0122801003
8.9	5.815517801	8.2429476259	11.2722308455	16.778942646	23.4276144251	29.4881253155	35.2406251738	40.7994634038	46.2238576235
9	5.898825883	8.3428326923	11.3887514405	16.9189776046	23.5893507813	29.6658081036	35.4311827978	41.0009272044	46.4348367222
9.1	5.9822353911	8.4427204597	11.5051745845	17.0587775324	23.7507329462	29.8430550866	35.6212426724	41.2018435979	46.6452271972
9.2	6.0657444998	8.5426108345	11.6215019673	17.1983465146	23.9117669758	30.0198735965	35.810813053	41.4022215488	46.8550385801
9.3	6.1493514375	8.6425037273	11.7377352307	17.3376885196	24.0724587551	30.1962707612	35.999901967	41.6020697766	47.0642801439
9.4	6.2330544844	8.7423990529	11.8538759702	17.4768074037	24.2328140046	30.3722535116	36.1885172227	41.8013967651	47.272960913
9.5	6.3168519704	8.8422967295	11.9699257374	17.6157069155	24.3928382872	30.5478285897	36.3766664176	42.0002107709	47.4810896723
9.6	6.4007422731	8.9421966793	12.0858860412	17.7543906999	24.5525370136	30.7230025557	36.5643569466	42.1985198326	47.6886749759
9.7	6.4847238161	9.0420988277	12.2017583494	17.8928623023	24.7119154485	30.8977817945	36.7515960092	42.3963317779	47.895725156
9.8	6.5687950669	9.1420031032	12.3175440905	18.0311251721	24.870978716	31.0721725228	36.9383906167	42.5936542324	48.1022483309
9.9	6.6529545353	9.2419094377	12.4332446551	18.1691826663	25.0297318044	31.2461807946	37.1247475993	42.7904946259	48.3082524122
10	6.737200772	9.3418177656	12.5488613969	18.3070380533	25.188179572	31.4198125074	37.3106736124	42.9868602001	48.5137451128
