rep,A,rd,LL,dp,pval,psig
28,11,20,16.8164972846593,-0.76,6.6554177724498231e-09,1
29,11,20,19.926449129187926,-0.75,2.738275162172954e-10,1
30,11,20,12.87897516477473,-0.77,3.8702941373980337e-07,1
31,11,20,2.797604229714097,-0.735,0.018009667883435387,0
32,11,20,10.259393724964198,-0.7,5.9048819689433429e-06,0
33,11,20,12.358089253035448,-0.745,6.6424240452445105e-07,1
34,11,20,13.970665456501006,-0.74,1.2504994606477027e-07,1
35,11,20,8.563047360472389,-0.675,3.4978409507613328e-05,0
36,11,20,10.22387146331379,-0.71,6.1281783997335637e-06,0
37,11,20,10.154919243100657,-0.6799999999999999,6.5861051675719651e-06,0
38,11,20,12.034368901326962,-0.735,9.2957264685722407e-07,1
39,11,20,12.077292410599139,-0.695,8.8904258532807034e-07,1
40,11,20,6.743122787454707,-0.73,0.00024031855814055092,0
41,11,20,9.292154477539164,-0.72,1.6255303761258943e-05,0
42,11,20,20.307181910865904,-0.77,1.8543844237939311e-10,1
43,11,20,5.32322564864047,-0.715,0.0011028230762015756,0
44,11,20,7.255095215930189,-0.735,0.0001394034038734171,0
45,11,20,8.41935188723139,-0.73,4.0694827023068925e-05,0
46,11,20,6.335132045491399,-0.705,0.00037151705279714342,0
47,11,20,19.506562545425837,-0.73,4.2096581776007724e-10,1
48,11,20,11.974158024862996,-0.78,9.8956809191363959e-07,1
49,11,20,14.078258440233839,-0.715,1.1189028614744245e-07,1
50,11,20,6.238934348952985,-0.7,0.0004118017670663443,0
51,11,20,9.73771516753662,-0.735,1.0190203426962974e-05,0
52,11,20,20.74852633609897,-0.76,1.1804879296306581e-10,1
53,11,20,11.415977087205977,-0.705,1.7680157934352181e-06,1
54,11,20,15.095983687646243,-0.71,3.9132687201792749e-08,1
55,11,20,22.123862445468205,-0.74,2.8934077356268517e-11,1
56,11,20,10.173562818813352,-0.705,6.459003877523628e-06,0
57,11,20,14.33421649052905,-0.73,8.5892496226591675e-08,1
58,11,20,11.528839801322079,-0.74,1.5721329271745077e-06,1
59,11,20,10.362648236497284,-0.75,5.3011047429496472e-06,0
60,11,20,16.688325604266062,-0.74,7.5930108867083845e-09,1
61,11,20,14.418166241743487,-0.755,7.875971619331068e-08,1
62,11,20,18.293626170191615,-0.77,1.4598326991688282e-09,1
63,11,20,11.942661552748522,-0.74,1.0224834376959535e-06,1
64,11,20,13.21890986647902,-0.72,2.7215921372114593e-07,1
65,11,20,15.500389128555904,-0.73,2.5792498803411945e-08,1
66,11,20,4.8382388408764285,-0.6799999999999999,0.0018664209823292532,0
67,11,20,9.75695819161853,-0.755,9.9869451165579548e-06,0
68,11,20,11.793506155317063,-0.765,1.1939063870869404e-06,1
69,11,20,3.780523635889235,-0.765,0.0059643322550686495,0
70,11,20,4.366281958121239,-0.745,0.0031257665060346884,0
71,11,20,11.820291799437452,-0.705,1.161126887971875e-06,1
72,11,20,17.59669569534147,-0.765,2.9853490790543447e-09,1
73,11,20,4.9250144809694145,-0.6799999999999999,0.0016982908568458077,0
74,11,20,9.809111712275683,-0.715,9.4562947950960208e-06,0
75,11,20,13.86295132104812,-0.705,1.3977851931468166e-07,1
76,11,20,8.159661464372183,-0.735,5.3515466854281435e-05,0
77,11,20,15.995443818698543,-0.735,1.5489747373642615e-08,1
78,11,20,9.173264693967123,-0.765,1.8415413831407434e-05,0
79,11,20,12.032061295908393,-0.725,9.3180332527698084e-07,1
80,11,20,20.006058705344422,-0.705,2.5239232925855504e-10,1
81,11,20,5.752664880990636,-0.78,0.00069396917662045698,0
82,11,20,13.873747484207822,-0.725,1.3822707289889991e-07,1
83,11,20,12.340130521492355,-0.695,6.7673748194163608e-07,1
84,11,20,15.782439161074828,-0.71,1.9288682207019292e-08,1
85,11,20,11.979829100810917,-0.73,9.8375543033935031e-07,1
86,11,20,16.09829672773447,-0.765,1.3933483811179315e-08,1
87,11,20,6.935012385034792,-0.6749999999999999,0.00019589811384124189,0
88,11,20,14.22644235804181,-0.76,9.6006610883492272e-08,1
89,11,20,14.70170987946487,-0.71,5.8773837574577215e-08,1
90,11,20,8.208668506150307,-0.74,5.0818299295207758e-05,0
91,11,20,6.150155779174417,-0.71,0.000452882689141898,0
92,11,20,22.76024344407859,-0.705,1.5105028339235105e-11,1
93,11,20,5.209299798278862,-0.735,0.0012475245724600237,0
94,11,20,4.035361707314211,-0.725,0.0044986153206825197,0
95,11,20,4.893692053199827,-0.75,0.0017571325588676689,0
96,11,20,17.056372944969908,-0.72,5.2009476725345394e-09,1
97,11,20,8.229643238926808,-0.73,4.9706099352508915e-05,0
98,11,20,16.049125902483148,-0.74,1.4656914570920776e-08,1
